,Texto,Clase
1496,"While the English Saxons were no longer raiders, the political history of the continental Saxons is unclear until the time of the conflict between their semi-legendary hero Widukind and the Frankish emperor Charlemagne. While the continental Saxons are no longer a distinctive ethnic group or country, their name lives on in the names of several regions and states of Germany, including Lower Saxony (which includes central parts of the original Saxon homeland known as Old Saxony), Saxony in Upper Saxony, as well as Saxony-Anhalt (which includes Old, Lower and Upper Saxon regions). The current state of Saxony has its name from dynastic history, and not ethnic history.
",2
1497,"The name of the Saxons may derive from a kind of knife associated with the ethnos - such a knife has the name seax in Old English, Sax in German, sachs in Old High German, and sax in Old Norse.[7][8] The seax has had a lasting symbolic impact in the  English counties of Essex and Middlesex, both of which feature three seaxes in their ceremonial emblem. The names of these counties, along with the names ""Sussex"" and ""Wessex"", contain a remnant of the root of the word ""Saxon"".
",2
1498,"The  Elizabethan-era play  Edmund Ironside suggests that the name ""Saxon"" derives from the Latin saxa (stones; singular form: saxum):[9]
",2
1499,"Their names discover what their natures are,
More hard than stones, and yet not stones indeed.",2
1500,"In the Celtic languages, the words designating English nationality derive from the Latin word Saxones. The most prominent example, a loanword in English from Scottish Gaelic (older spelling: Sasunnach), is the word Sassenach, used by Scots-, Scottish English- and Gaelic-speakers in the 21st century[10] as a racially pejorative term for an English person. The Oxford English Dictionary (OED) gives 1771 as the date of the earliest written use of the word in English.  The Gaelic name for England is Sasann (older spelling: Sasunn, genitive: Sasainn), and Sasannach (formed with a common adjective suffix -ach[11]) means ""English"" in reference to people and things, though not when naming the English language, which is Bearla.
",2
1501,"Sasanach, the Irish word for an Englishman (with Sasana meaning England), has the same derivation, as do the words used in Welsh to describe the English people (Saeson, singular Sais) and the language and things English in general: Saesneg and Seisnig.
",2
1502,"Cornish terms the English Sawsnek, from the same derivation. In the 16th century Cornish-speakers used the phrase Meea navidna cowza sawzneck to feign ignorance of the English language.[12] The Cornish words for the English people and England are Sowsnek and Pow Sows ('Land [Pays] of Saxons'). Similarly Breton, spoken in north-western France, has saoz(on) ('English'), saozneg ('the English language'), and Bro-saoz for 'England'.
",2
1503,"The label ""Saxons"" (in Romanian: Sași) also became attached to  German settlers who  settled during the 12th century in southeastern Transylvania. From Transylvania, some of these Saxons migrated to neighbouring Moldavia, as the name of the town Sas-cut shows. Sascut lies in the part of Moldavia that forms part of present-day Romania.
",2
1504,"During Georg Friederich Händel's visit to the Republic of Venice (1706–09), much was made[by whom?] of his origins in Saxony; in particular, the  Venetians greeted the 1709 performance of his opera  Agrippina with the cry Viva il caro Sassone, ""Cheers for the beloved Saxon!""[13]
",2
1505,"The Finns and Estonians have changed their usage of the root Saxon over the centuries to apply now to the whole country of Germany (Saksa and Saksamaa respectively) and the Germans (saksalaiset and sakslased, respectively). The Finnish word sakset (scissors) reflects the name of the old Saxon single-edged sword — seax — from which the name ""Saxon"" supposedly derives.[14] In Estonian, saks means ""a nobleman"" or, colloquially, ""a wealthy or powerful person"". (As a result of the 13th-century Northern Crusades, Estonia's upper class comprised mostly persons of German origin until well into the 20th century.)
",2
1506,"The word also survives as the surnames of Saß / Sass (in Low German or Low Saxon), Sachse and Sachs. The Dutch female given name, Saskia, originally meant 'a Saxon woman' (metathesis of Saxia).
",2
1507,"Following the downfall of Henry the Lion (1129–1195, Duke of Saxony 1142–1180), and the subsequent splitting of the Saxon tribal duchy into several territories, the name of the Saxon duchy was transferred to the lands of the  Ascanian family. This led to the differentiation between Lower Saxony (lands settled by the Saxon tribe) and Upper Saxony (the lands belonging to the House of Wettin). Gradually, the latter region became known as ""Saxony"", ultimately usurping the name's original geographical meaning. The area formerly known as Upper Saxony now lies in  Central Germany - in the eastern part of the present-day Federal Republic of Germany: note the names of the federal states of Saxony and Saxony-Anhalt.
",2
1508,"Ptolemy's Geographia, written in the 2nd century, is sometimes considered to contain the first mentioning of the Saxons. Some copies of this text mention a tribe called Saxones in the area to the north of the lower Elbe.[15] However, other versions refer to the same tribe as Axones. This may be a misspelling of the tribe that Tacitus in his Germania called Aviones. According to this theory, ""Saxones"" was the result of later scribes trying to correct a name that meant nothing to them.[16] On the other hand, Schütte, in his analysis of such problems in Ptolemy's Maps of Northern Europe, believed that ""Saxones"" is correct. He notes that the loss of first letters occurs in numerous places in various copies of Ptolemy's work, and also that the manuscripts without ""Saxones"" are generally inferior overall.[17]
",2
1509,"Schütte also remarks that there was a medieval tradition of calling this area ""Old Saxony"" (covering Westphalia, Angria and Eastphalia).[18] This view is in line with Bede who mentions Old Saxony was near the Rhine, somewhere to the north of the river Lippe (Westphalia, northeastern part of modern German state Nordrhein-Westfalen).[19]
",2
1510,"The first undisputed mention of the Saxon name in its modern form is from AD 356, when Julian, later the Roman Emperor, mentioned them in a speech as allies of Magnentius, a rival emperor in Gaul. Zosimus also mentions a specific tribe of Saxons, called the Kouadoi, which have been interpreted as a misunderstanding for the Chauci, or Chamavi. They entered the Rhineland and displaced the recently settled Salian Franks from Batavi, whereupon some of the Salians began to move into the Belgian territory of Toxandria, supported by Julian.[20]
",2
1511,"Both in this case and in others the Saxons were associated with using boats for their raids. In order to defend against Saxon raiders, the Romans created a military district called the Litus Saxonicum (""Saxon Coast"") on both sides of the English Channel.
",2
1512,"In 441–442 AD, Saxons are mentioned for the first time as inhabitants of Britain, when an unknown Gaulish historian wrote: ""The British provinces...have been reduced to Saxon rule"".[21]
",2
1513,"Saxons as inhabitants of present-day Northern Germany are first mentioned in 555, when the Frankish king Theudebald died, and the Saxons used the opportunity for an uprising. The uprising was suppressed by Chlothar I, Theudebald's successor. Some of their Frankish successors fought against the Saxons, others were allied with them. The Thuringians frequently appeared as allies of the Saxons.
",2
1514,"In the Netherlands, Saxons occupied the territory south of the Frisians and north of the Franks. In the west it reached as far as the Gooi region, in the south as far as the Lower Rhine. After the conquest of Charlemagne, this area formed the main part of the Bishopric of Utrecht. The Saxon duchy of Hamaland played an important role in the formation of the duchy of Guelders.
",2
1515,"The local language, although strongly influenced by standard Dutch, is still officially recognised as Dutch Low Saxon.
",2
1516,"In 569, some Saxons accompanied the Lombards into Italy under the leadership of Alboin and settled there.[22] In 572, they raided southeastern Gaul as far as Stablo, now Estoublon. Divided, they were easily defeated by the Gallo-Roman general Mummolus. When the Saxons regrouped, a peace treaty was negotiated whereby the Italian Saxons were allowed to settle with their families in Austrasia.[23] Gathering their families and belongings in Italy, they returned to Provence in two groups in 573. One group proceeded by way of Nice and another via Embrun, joining up at Avignon. They plundered the territory and were as a consequence stopped from crossing the Rhône by Mummolus. They were forced to pay compensation for what they had robbed before they could enter Austrasia. These people are known only by documents, and their settlement cannot be compared to the archeological artifacts and remains that attest to Saxon settlements in northern and western Gaul.
",2
1517,"A Saxon king named Eadwacer conquered Angers in 463 only to be dislodged by Childeric I and the Salian Franks, allies of the Roman Empire.[24] It is possible that Saxon settlement of Great Britain began only in response to expanding Frankish control of the Channel coast.[25]
",2
1518,"Some Saxons already lived along the Saxon shore of Gaul as Roman foederati.[citation needed] They can be traced in documents, but also in archeology and in toponymy. The Notitia Dignitatum mentions the Tribunus cohortis primae novae Armoricanae, Grannona in litore Saxonico. The location of Grannona is uncertain and was identified by the historians and toponymists at different places: mainly with the town known today as Granville (in Normandy) or nearby. The Notitia Dignitatum does not explain where these ""Roman"" soldiers came from. Some toponymists have proposed Graignes (Grania 1109–1113) as the location for Grannona/Grannonum. Although some scholars believe it could be the same element *gran, that is recognised in Guernsey (Greneroi 11th century),[26] it most likely derives from the Gaulish god Grannos.[27] This location is closer to Bayeux, where Gregory of Tours evokes otherwise the Saxones Bajocassini (Bessin Saxons), which were ineffective against the Breton Waroch II in 579.[28][29]
",2
1519,"A Saxon unit of laeti settled at Bayeux – the Saxones Baiocassenses.[30] These Saxons became subjects of Clovis I late in the 5th century. The Saxons of Bayeux comprised a standing army and were often called upon to serve alongside the local levy of their region in Merovingian military campaigns. In 589, the Saxons wore their hair in the Breton fashion at the orders of Fredegund and fought with them as allies against Guntram.[31] Beginning in 626, the Saxons of the Bessin were used by Dagobert I for his campaigns against the Basques. One of their own, Aeghyna, was created a dux over the region of Vasconia.[32]
",2
1520,"In 843 and 846 under king Charles the Bald, other official documents mention a pagus called Otlinga Saxonia in the Bessin region, but the meaning of Otlinga is unclear. Different Bessin toponyms were identified as typically Saxon, ex : Cottun (Coltun 1035–1037 ; Cola's ""town""). It is the only place name in Normandy that can be interpreted as a -tun one (English -ton; cf. Colton).[33] In contrast to this one example in Normandy are numerous -thun villages in the north of France, in Boulonnais, for example Alincthun, Verlincthun, and Pelingthun,[34] showing, with other toponyms, an important Saxon or Anglo-Saxon settlement. Comparing the concentration of -ham/-hem (Anglo-Saxon hām > home) toponyms in the Bessin and in the Boulonnais gives more examples of Saxon settlement.[35] In the area known today as Normandy, the -ham cases of Bessin are unique – they do not exist elsewhere. Other cases were considered, but there is no determining example. For example, Canehan (Kenehan 1030/Canaan 1030–1035) could be the biblical name Canaan[36] or Airan (Heidram 9th century), the Germanic masculine name Hairammus.[37]
",2
1521,"The Bessin examples are clear; for example, Ouistreham (Oistreham 1086), Étréham (Oesterham 1350 ?),[38] Huppain (*Hubbehain ; Hubba's ""home""), and Surrain (Surrehain 11th century). Another significant example can be found in the Norman onomastics: the widespread surname Lecesne,[39] with variant spellings: Le Cesne, Lesène, Lecène, and Cesne. It comes from Gallo-Romance *SAXINU ""the Saxon"", which is saisne in Old French. These examples are not derived from more recent Anglo-Scandinavian toponyms, because in that case they would have been numerous in the Norman regions (pays de Caux, Basse-Seine, North-Cotentin) settled by Germanic peoples.[clarification needed] That is not the case, nor does Bessin belong to the pagii, which were affected by an important wave of Anglo-Scandinavian immigration.
",2
1522,"In addition, archaeological finds add evidence to the documents and the results of toponymic research. Around the city of Caen and in the Bessin (Vierville-sur-Mer, Bénouville, Giverville, Hérouvillette), excavations have yielded numerous examples of Anglo-Saxon jewellery, design elements, settings, and weapons. All of these things were discovered in cemeteries in a context of the 5th, 6th and 7th centuries AD.[40][41]
",2
1523,"The oldest and most spectacular Saxon site found in France to date is Vron, in Picardy. There, archaeologists excavated a large cemetery with tombs dating from the Roman Empire until the 6th century. Furniture and other grave goods, as well as the human remains, revealed a group of people buried in the 4th and 5th centuries AD. Physically different from the usual local inhabitants found before this period, they instead resembled the Germanic populations of the north. 
Starting around 375 AD the burials are located in the region known in Roman times as the Saxon Shores. 92% Of these burials were inhumations, and sometimes included weapons of typical Germanic type. Starting from around 440 AD the burial ground displaced eastward. The burials were now arranged in rows and displayed a strong Anglo-Saxon influence until around 520 AD, when this influence subsided. Archaeological material, neighbouring toponymy, and historical accounts support the conclusion of settlement of Saxon foederati with their families on the shores of the English Channel. Further anthropological research by Joël Blondiaux shows these people were from Lower Saxony.[42]
",2
1524,"Saxons, along with Angles, Frisians and Jutes, invaded or migrated to the island of Great Britain (Britannia) around the time of the collapse of the Western Roman Empire. Saxon raiders had been harassing the eastern and southern shores of Britannia for centuries before, prompting the construction of a string of coastal forts called the Litora Saxonica or Saxon Shore. Before the end of Roman rule in Britannia, many Saxons and other folk had been permitted to settle in these areas as farmers.
",2
1525,"According to tradition, the Saxons (and other tribes) first entered Britain en masse as part of an agreement to protect the Britons from the incursions of the Picts, Gaels and others. The story, as reported in such sources as the Historia Brittonum and Gildas, indicates that the British king Vortigern allowed the Germanic warlords, later named as Hengist and Horsa by Bede, to settle their people on the Isle of Thanet in exchange for their service as mercenaries. According to Bede, Hengist manipulated Vortigern into granting more land and allowing for more settlers to come in, paving the way for the Germanic settlement of Britain.
",2
1526,"Historians are divided about what followed: some argue that the takeover of southern Great Britain by the Anglo-Saxons was peaceful.[citation needed] The known account from a native Briton who lived in the mid-5th century AD, Gildas, described events as a forced takeover by armed attack:
",2
1527,"For the fire...spread from sea to sea, fed by the hands of our foes in the east, and did not cease, until, destroying the neighbouring towns and lands, it reached the other side of the island, and dipped its red and savage tongue in the western ocean. In these assaults...all the columns were levelled with the ground by the frequent strokes of the battering-ram, all the husbandmen routed, together with their bishops, priests and people, whilst the sword gleamed, and the flames crackled around them on every side. Lamentable to behold, in the midst of the streets lay the tops of lofty towers, tumbled to the ground, stones of high walls, holy altars, fragments of human bodies, covered with livid clots of coagulated blood, looking as if they had been squeezed together in a press; and with no chance of being buried, save in the ruins of the houses, or in the ravening bellies of wild beasts and birds; with reverence be it spoken for their blessed souls, if, indeed, there were many found who were carried, at that time, into the high heaven by the holy angels... Some, therefore, of the miserable remnant, being taken in the mountains, were murdered in great numbers; others, constrained by famine, came and yielded themselves to be slaves for ever to their foes, running the risk of being instantly slain, which truly was the greatest favour that could be offered them: some others passed beyond the seas with loud lamentations instead of the voice of exhortation...Others, committing the safeguard of their lives, which were in continual jeopardy, to the mountains, precipices, thickly wooded forests and to the rocks of the seas (albeit with trembling hearts), remained still in their country.",2
1528,"Gildas described how the Saxons were later slaughtered at the battle of Mons Badonicus 44 years before he wrote his history, and their conquest of Britain halted. The 8th-century English historian Bede tells how their advance resumed thereafter. He said this resulted in a swift overrunning of the entirety of South-Eastern Britain, and the foundation of the Anglo-Saxon kingdoms.
",2
1529,"Four separate Saxon realms emerged:
",2
1530,"During the period of the reigns from Egbert to Alfred the Great, the kings of Wessex emerged as Bretwalda, unifying the country. They eventually organised it as the kingdom of England in the face of Viking invasions.
",2
1531,"The Continental Saxons living in what was known as Old Saxony (c. 531-804) appear to have become consolidated by the end of the 8th century. After subjugation by the Emperor Charlemagne, a political entity called the Duchy of Saxony (804-1296) appeared, covering Westphalia, Eastphalia, Angria and Nordalbingia (Holstein, southern part of modern-day Schleswig-Holstein state).
",2
1532,"The Saxons long resisted becoming Christians[43] and being incorporated into the orbit of the Frankish kingdom.[44] In 776 the Saxons promised to convert to Christianity and vow loyalty to the king, but, during Charlemagne's campaign in Hispania (778), the Saxons advanced to Deutz on the Rhine and plundered along the river. This was an oft-repeated pattern when Charlemagne was distracted by other matters.[44]
They were conquered by Charlemagne in a long series of annual campaigns, the Saxon Wars (772–804). With defeat came enforced baptism and conversion as well as the union of the Saxons with the rest of the Germanic, Frankish empire. Their sacred tree or pillar, a symbol of Irminsul, was destroyed. Charlemagne also deported 10,000 Nordalbingian Saxons to Neustria and gave their now largely vacant lands in Wagria (approximately modern Plön and Ostholstein districts) to the loyal king of the Abotrites. Einhard, Charlemagne's biographer, says on the closing of this grand conflict:
",2
1533,"The war that had lasted so many years was at length ended by their acceding to the terms offered by the king; which were renunciation of their national religious customs and the worship of devils, acceptance of the sacraments of the Christian faith and religion, and union with the Franks to form one people.
",2
1534,"Under Carolingian rule, the Saxons were reduced to tributary status. There is evidence that the Saxons, as well as Slavic tributaries such as the Abodrites and the Wends, often provided troops to their Carolingian overlords. The dukes of Saxony became kings (Henry I, the Fowler, 919) and later the first emperors (Henry's son, Otto I, the Great) of Germany during the 10th century, but they lost this position in 1024. The duchy was divided in 1180 when Duke Henry the Lion refused to follow his cousin, Emperor Frederick Barbarossa, into war in Lombardy.
",2
1535,"During the High Middle Ages, under the Salian emperors and, later, under the Teutonic Knights, German settlers moved east of the Saale into the area of a western Slavic tribe, the Sorbs. The Sorbs were gradually Germanised. This region subsequently acquired the name Saxony through political circumstances, though it was initially called the March of Meissen. The rulers of Meissen acquired control of the Duchy of Saxony (only a remnant of the previous Duchy) in 1423; they eventually applied the name Saxony to the whole of their kingdom. Since then, this part of eastern Germany has been referred to as Saxony (German: Sachsen), a source of some misunderstanding about the original homeland of the Saxons, with a central part in the present-day German state of Lower Saxony (German: Niedersachsen).
",2
1536,"Bede, a Northumbrian writing around the year 730, remarks that ""the old (that is, the continental) Saxons have no king, but they are governed by several ealdormen (or satrapa) who, during war, cast lots for leadership but who, in time of peace, are equal in power."" The regnum Saxonum was divided into three provinces – Westphalia, Eastphalia and Angria – which comprised about one hundred pagi or Gaue. Each Gau had its own satrap with enough military power to level whole villages that opposed him.[45]
",2
1537,"In the mid-9th century, Nithard first described the social structure of the Saxons beneath their leaders. The caste structure was rigid; in the Saxon language the three castes, excluding slaves, were called the edhilingui (related to the term aetheling), frilingi and lazzi. These terms were subsequently Latinised as nobiles or nobiliores; ingenui, ingenuiles or liberi; and liberti, liti or serviles.[46] According to very early traditions that are presumed to contain a good deal of historical truth, the edhilingui were the descendants of the Saxons who led the tribe out of Holstein and during the migrations of the 6th century.[46] They were a conquering warrior elite. The frilingi represented the descendants of the amicii, auxiliarii and manumissi of that caste. The lazzi represented the descendants of the original inhabitants of the conquered territories, who were forced to make oaths of submission and pay tribute to the edhilingui.
",2
1538,"The Lex Saxonum regulated the Saxons' unusual society. Intermarriage between the castes was forbidden by the Lex, and wergilds were set based upon caste membership. The edhilingui were worth 1,440 solidi, or about 700 head of cattle, the highest wergild on the continent; the price of a bride was also very high. This was six times as much as that of the frilingi and eight times as much as the lazzi. The gulf between noble and ignoble was very large, but the difference between a freeman and an indentured labourer was small.[47]
",2
1539,"According to the Vita Lebuini antiqua, an important source for early Saxon history, the Saxons held an annual council at Marklo (Westphalia) where they ""confirmed their laws, gave judgment on outstanding cases, and determined by common counsel whether they would go to war or be in peace that year.""[45] All three castes participated in the general council; twelve representatives from each caste were sent from each Gau. In 782, Charlemagne abolished the system of Gaue and replaced it with the Grafschaftsverfassung, the system of counties typical of Francia.[48] By prohibiting the Marklo councils, Charlemagne pushed the frilingi and lazzi out of political power. The old Saxon system of Abgabengrundherrschaft, lordship based on dues and taxes, was replaced by a form of feudalism based on service and labour, personal relationships and oaths.[49]
",2
1540,"Saxon religious practices were closely related to their political practices. The annual councils of the entire tribe began with invocations of the gods. The procedure by which dukes were elected in wartime, by drawing lots, is presumed to have had religious significance, i.e. in giving trust to divine providence – it seems – to guide the random decision making.[50] There were also sacred rituals and objects, such as the pillars called Irminsul; these were believed to connect heaven and earth, as with other examples of trees or ladders to heaven in numerous religions. Charlemagne had one such pillar chopped down in 772 close to the Eresburg stronghold.
",2
1541,"Early Saxon religious practices in Britain can be gleaned from place names and the Germanic calendar in use at that time. The Germanic gods Woden, Frigg, Tiw and Thunor, who are attested to in every Germanic tradition, were worshipped in Wessex, Sussex and Essex. They are the only ones directly attested to, though the names of the third and fourth months (March and April) of the Old English calendar bear the names Hrethmonath and Eosturmonath, meaning ""month of Hretha"" and ""month of Ēostre."" It is presumed that these are the names of two goddesses who were worshipped around that season.[51] The Saxons offered cakes to their gods in February (Solmonath). There was a religious festival associated with the harvest, Halegmonath (""holy month"" or ""month of offerings"", September).[52] The Saxon calendar began on 25 December, and the months of December and January were called Yule (or Giuli). They contained a Modra niht or ""night of the mothers"", another religious festival of unknown content.
",2
1542,"The Saxon freemen and servile class remained faithful to their original beliefs long after their nominal conversion to Christianity. Nursing a hatred of the upper class, which, with Frankish assistance, had marginalised them from political power, the lower classes (the plebeium vulgus or cives) were a problem for Christian authorities as late as 836. The Translatio S. Liborii remarks on their obstinacy in pagan ritus et superstitio (usage and superstition).[53]
",2
1543,"The conversion of the Saxons in England from their original Germanic religion to Christianity occurred in the early to late 7th century under the influence of the already converted Jutes of Kent. In the 630s, Birinus became the ""apostle to the West Saxons"" and converted Wessex, whose first Christian king was Cynegils. The West Saxons begin to emerge from obscurity only with their conversion to Christianity and keeping written records. The Gewisse, a West Saxon people, were especially resistant to Christianity; Birinus exercised more efforts against them and ultimately succeeded in conversion.[51] In Wessex, a bishopric was founded at Dorchester. The South Saxons were first evangelised extensively under Anglian influence; Aethelwalh of Sussex was converted by Wulfhere, King of Mercia and allowed Wilfrid, Bishop of York, to evangelise his people beginning in 681. The chief South Saxon bishopric was that of Selsey. The East Saxons were more pagan than the southern or western Saxons; their territory had a superabundance of pagan sites.[54] Their king, Saeberht, was converted early and a diocese was established at London. Its first bishop, Mellitus, was expelled by Saeberht's heirs. The conversion of the East Saxons was completed under Cedd in the 650s and 660s.
",2
1544,"The continental Saxons were evangelised largely by English missionaries in the late 7th and early 8th centuries. Around 695, two early English missionaries, Hewald the White and Hewald the Black, were martyred by the vicani, that is, villagers.[50] Throughout the century that followed, villagers and other peasants proved to be the greatest opponents of Christianisation, while missionaries often received the support of the edhilingui and other noblemen. Saint Lebuin, an Englishman who between 745 and 770 preached to the Saxons, mainly in the eastern Netherlands, built a church and made many friends among the nobility. Some of them rallied to save him from an angry mob at the annual council at Marklo (near river Weser, Bremen). Social tensions arose between the Christianity-sympathetic noblemen and the pagan lower castes, who were staunchly faithful to their traditional religion.[55]
",2
1545,"Under Charlemagne, the Saxon Wars had as their chief object the conversion and integration of the Saxons into the Frankish empire. Though much of the highest caste converted readily, forced baptisms and forced tithing made enemies of the lower orders. Even some contemporaries found the methods employed to win over the Saxons wanting, as this excerpt from a letter of Alcuin of York to his friend Meginfrid, written in 796, shows:
",2
1546,"If the light yoke and sweet burden of Christ were to be preached to the most obstinate people of the Saxons with as much determination as the payment of tithes has been exacted, or as the force of the legal decree has been applied for fault of the most trifling sort imaginable, perhaps they would not be averse to their baptismal vows.[56]
",2
1547,"Charlemagne's successor, Louis the Pious, reportedly treated the Saxons more as Alcuin would have wished, and as a consequence they were faithful subjects.[57] The lower classes, however, revolted against Frankish overlordship in favour of their old paganism as late as the 840s, when the Stellinga rose up against the Saxon leadership, who were allied with the Frankish emperor Lothair I. After the suppression of the Stellinga, in 851 Louis the German brought relics from Rome to Saxony to foster a devotion to the Roman Catholic Church.[58] The Poeta Saxo, in his verse Annales of Charlemagne's reign (written between 888 and 891), laid an emphasis on his conquest of Saxony. He celebrated the Frankish monarch as on par with the Roman emperors and as the bringer of Christian salvation to people. References are made to periodic outbreaks of pagan worship, especially of Freya, among the Saxon peasantry as late as the 12th century.
",2
1548,"In the 9th century, the Saxon nobility became vigorous supporters of monasticism and formed a bulwark of Christianity against the existing Slavic paganism to the east and the Nordic paganism of the Vikings to the north. Much Christian literature was produced in the vernacular Old Saxon, the notable ones being a result of the literary output and wide influence of Saxon monasteries such as Fulda, Corvey and Verden; and the theological controversy between the Augustinian, Gottschalk and Rabanus Maurus.[59]
",2
1549,"From an early date, Charlemagne and Louis the Pious supported Christian vernacular works in order to evangelise the Saxons more efficiently. The Heliand, a verse epic of the life of Christ in a Germanic setting, and Genesis, another epic retelling of the events of the first book of the Bible, were commissioned in the early 9th century by Louis to disseminate scriptural knowledge to the masses. A council of Tours in 813 and then a synod of Mainz in 848 both declared that homilies ought to be preached in the vernacular. The earliest preserved text in the Saxon language is a baptismal vow from the late 8th or early 9th century; the vernacular was used extensively in an effort to Christianise the lowest castes of Saxon society.[60]
",2
1550,"
",2
1551,"
",2
1552,"Charlemagne (English: /ˈʃɑːrləmeɪn, ˌʃɑːrləˈmeɪn/; French: [ʃaʁləmaɲ])[3] or Charles the Great[a][b] (2 April 748[4][c] – 28 January 814), numbered Charles I, was the King of the Franks from 768, the King of the Lombards from 774, and the Emperor of the Romans from 800. During the Early Middle Ages, he united the majority of western and central Europe. He was the first recognised emperor to rule from western Europe since the fall of the Western Roman Empire around three centuries earlier.[5] The expanded Frankish state that Charlemagne founded is called the Carolingian Empire. He was later canonised by Antipope Paschal III.
",2
1553,"Charlemagne was the eldest son of Pepin the Short and Bertrada of Laon, born before their canonical marriage.[6] He became king of the Franks in 768 following his father's death, initially as co-ruler with his brother Carloman I, until the latter’s death in 771.[7] As sole ruler, he continued his father's policy towards the papacy and became its protector, removing the Lombards from power in northern Italy and leading an incursion into Muslim Spain. He campaigned against the Saxons to his east, Christianising them upon penalty of death and leading to events such as the Massacre of Verden. He reached the height of his power in 800 when he was crowned ""Emperor of the Romans"" by Pope Leo III on Christmas Day at Old St. Peter's Basilica in Rome.
",2
1554,"Charlemagne has been called the ""Father of Europe"" (Pater Europae),[8] as he united most of Western Europe for the first time since the classical era of the Roman Empire and united parts of Europe that had never been under Frankish or Roman rule. His rule spurred the Carolingian Renaissance, a period of energetic cultural and intellectual activity within the Western Church. The Eastern Orthodox Church viewed Charlemagne less favourably due to his support of the filioque and the Pope's having preferred him as emperor over the Byzantine Empire's first female monarch, Irene of Athens. These and other disputes led to the eventual later split of Rome and Constantinople in the Great Schism of 1054.[9][d]
",2
1555,"Charlemagne died in 814 and was laid to rest in Aachen Cathedral in his imperial capital city of Aachen. He married at least four times and had three legitimate sons who lived to adulthood, but only the youngest of them, Louis the Pious, survived to succeed him. He also had numerous illegitimate children with his concubines.
",2
1556,"He was named Charles in French and English, Carolus in Latin, after his grandfather, Charles Martel. Later Old French historians dubbed him Charles le Magne (Charles the Great),[10] becoming Charlemagne in English after the Norman conquest of England which changed the English language. The epithet Carolus Magnus was widely used, leading to numerous translations into many languages of Europe.
",2
1557,"Charles' achievements gave a new meaning to his name. In many languages of Europe, the very word for ""king"" derives from his name; e.g., Polish: król, Ukrainian: король (korol'), Czech: král, Slovak: kráľ, Hungarian: király, Lithuanian: karalius, Latvian: karalis, Russian: король, Macedonian: крал, Bulgarian: крал, Romanian: crai, Serbo-Croatian: краљ/kralj, Turkish: kral. This development parallels that of the name of the Caesars in the original Roman Empire, which became kaiser and tsar (or czar), among others.[11]
",2
1558,"By the 6th century, the western Germanic tribe of the Franks had been Christianised, due in considerable measure to the Catholic conversion of Clovis I.[12] Francia, ruled by the Merovingians, was the most powerful of the kingdoms that succeeded the Western Roman Empire.[13] Following the Battle of Tertry, the Merovingians declined into powerlessness, for which they have been dubbed the rois fainéants (""do-nothing kings"").[14] Almost all government powers were exercised by their chief officer, the mayor of the palace.[e]
",2
1559,"In 687, Pepin of Herstal, mayor of the palace of Austrasia, ended the strife between various kings and their mayors with his victory at Tertry.[15] He became the sole governor of the entire Frankish kingdom. Pepin was the grandson of two important figures of the Austrasian Kingdom: Saint Arnulf of Metz and Pepin of Landen.[16] Pepin of Herstal was eventually succeeded by his son Charles, later known as Charles Martel (Charles the Hammer).[17]
",2
1560,"After 737, Charles governed the Franks in lieu of a king and declined to call himself king. Charles was succeeded in 741 by his sons Carloman and Pepin the Short, the father of Charlemagne. In 743, the brothers placed Childeric III on the throne to curb separatism in the periphery. He was the last Merovingian king. Carloman resigned office in 746, preferring to enter the church as a monk. Pepin brought the question of the kingship before Pope Zachary, asking whether it was logical for a king to have no royal power. The pope handed down his decision in 749, decreeing that it was better for Pepin to be called king, as he had the powers of high office as Mayor, so as not to confuse the hierarchy. He, therefore, ordered him to become the true king.[18]
",2
1561,"In 750, Pepin was elected by an assembly of the Franks, anointed by the archbishop, and then raised to the office of king. The Pope branded Childeric III as ""the false king"" and ordered him into a monastery. The Merovingian dynasty was thereby replaced by the Carolingian dynasty, named after Charles Martel. In 753, Pope Stephen II fled from Italy to Francia, appealing to Pepin for assistance for the rights of St. Peter. He was supported in this appeal by Carloman, Charles' brother. In return, the pope could provide only legitimacy. He did this by again anointing and confirming Pepin, this time adding his young sons Carolus (Charlemagne) and Carloman to the royal patrimony. They thereby became heirs to the realm that already covered most of western Europe. In 754, Pepin accepted the Pope's invitation to visit Italy on behalf of St. Peter's rights, dealing successfully with the Lombards.[18][19]
",2
1562,"Under the Carolingians, the Frankish kingdom spread to encompass an area including most of Western Europe; the east-west division of the kingdom formed the basis for modern France and Germany. Orman[20] portrays the Treaty of Verdun (843) between the warring grandsons of Charlemagne as the foundation event of an independent France under its first king Charles the Bald; an independent Germany under its first king Louis the German; and an independent intermediate state stretching from the Low Countries along the borderlands to south of Rome under Lothair I, who retained the title of emperor and the capitals Aachen and Rome without the jurisdiction. The middle kingdom had broken up by 890 and partly absorbed into the Western kingdom (later France) and the Eastern kingdom (Germany) and the rest developing into smaller ""buffer"" nations that exist between France and Germany to this day, namely Benelux and Switzerland. 
",2
